species	species_id_method	strain	isotype	previous_names	release	source_lab	latitude	longitude	elevation	landscape	locality_description	substrate	substrate_comments	substrate_temp	ambient_temp	ambient_humidity	associated_organism	inbreeding_status	sampled_by	isolated_by	sampling_date	sampling_date_comment	notes	strain_set	issues	issue_notes	isotype_ref_strain	sequenced
Caenorhabditis elegans	None	QG2830	QG2832	None	20180413	QG	-27.3311	152.7636	625.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	figs	None	None	None	None	None	M. Rockman	M. Rockman	2017-05-31	None	Androdioecious Caenorhabditis isolated from bag of figs and litter collected along the Rainforest Circuit, D'Aguilar NP, Queensland, 5/28/17. Baermann funnel plated 5/30/17; tons of Caeno hermaphrodites. This line was founded by one L4, 5/31/17. Same funnel as QG2831. Approx 27°19'52"S, 152°45'49"E, by Google Earth.	None	False	None	False	True
Caenorhabditis elegans	None	QG2831	QG2832	None	20180413	QG	-27.3311	152.7636	625.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	figs	None	None	None	None	None	M. Rockman	M. Rockman	2017-05-31	None	Androdioecious Caenorhabditis isolated from bag of figs and litter collected along the Rainforest Circuit, D'Aguilar NP, Queensland, 5/28/17. Baermann funnel plated 5/30/17; tons of Caeno hermaphrodites. This line was founded by one L4, 5/31/17. Same funnel as QG2830. Approx 27°19'52"S, 152°45'49"E, by Google Earth.	None	False	None	False	True
Caenorhabditis elegans	None	QG2832	QG2832	None	20180413	QG	-27.3311	152.7636	625.0	Forest	Queensland	Fungus	mushroom	None	None	None	None	None	M. Rockman	M. Rockman	2017-05-30	None	Androdioecious Caenorhabditis isolated from mushroom rot (photographed) along the Rainforest Circuit, D'Aguilar NP, Queensland, 5/28/17. Baermann funnel plated 5/30/17; few worms, mostly not Caeno. This line was founded by one YA hermaphrodite, 5/30/17. Same funnel as QG2833. Very approx 27°19'52"S, 152°45'49"E, by Google Earth.	6	False	None	True	True
Caenorhabditis elegans	None	QG2833	QG2832	None	20180413	QG	-27.3311	152.7636	625.0	Forest	Queensland	Fungus	mushroom	None	None	None	None	None	M. Rockman	M. Rockman	2017-05-30	None	Androdioecious Caenorhabditis isolated from mushroom rot (photographed) along the Rainforest Circuit, D'Aguilar NP, Queensland, 5/28/17. Baermann funnel plated 5/30/17; few worms, mostly not Caeno. This line was founded by one YA hermaphrodite, 5/30/17. Same funnel as QG2832. Very approx 27°19'52"S, 152°45'49"E, by Google Earth.	None	False	None	False	True
Caenorhabditis elegans	None	QG2834	QG2835	None	20180413	QG	-27.3308	152.7592	676.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	berries	None	None	None	None	None	M. Rockman	M. Rockman	2017-05-30	None	Androdioecious Caenorhabditis isolated from a bag of purple berries, mostly dried, collected along the Westside Track, D'Aguilar NP, Queensland, 5/28/17; this sample of berries is from a spot a few hundred feed along the track from the bag that yielded QG2836-7. Baermann funnel plated 5/30; lots of Caeno hermaphrodites. This line was founded by one L4 singled 5/30/17. Same funnel as QG2835. Very approx 27°19'51"S 152°45'33"E by Google Earth.	None	False	None	False	True
Caenorhabditis elegans	None	QG2835	QG2835	None	20180413	QG	-27.3308	152.7592	676.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	berries	None	None	None	None	None	M. Rockman	M. Rockman	2017-05-30	None	Androdioecious Caenorhabditis isolated from a bag of purple berries, mostly dried, collected along the Westside Track, D'Aguilar NP, Queensland, 5/28/17; this sample of berries is from a spot a few hundred feed along the track from the bag that yielded QG2836-7. Baermann funnel plated 5/30; lots of Caeno hermaphrodites. This line was founded by one L4 singled 5/30/17. Same funnel as QG2834. Very approx 27°19'51"S 152°45'33"E by Google Earth.	7	False	None	True	True
Caenorhabditis elegans	None	QG2836	QG2836	None	20180413	QG	-27.3308	152.7592	676.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	berries	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-01	None	Androdioecious Caenorhabditis isolated from a bag of purple berries, mostly dried, collected along the Westside Track, D'Aguilar NP, Queensland, 5/28/17; this sample of berries is from a spot a few hundred feed along the track from the bag that yielded QG2834-5. Baermann funnel plated 5/31. This line was founded by one YA singled 6/1/17. Same funnel as QG2837. Very approx 27°19'51"S 152°45'33"E by Google Earth.	6	False	None	True	True
Caenorhabditis elegans	None	QG2837	QG2837	None	20180413	QG	-27.3308	152.7592	676.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	berries	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-02	None	Androdioecious Caenorhabditis isolated from a bag of purple berries, mostly dried, collected along the Westside Track, D'Aguilar NP, Queensland, 5/28/17; this sample of berries is from a spot a few hundred feed along the track from the bag that yielded QG2834-5. Baermann funnel plated 5/30. This line was founded by one L4 singled 6/2/17. Same funnel as QG2836. Very approx 27°19'51"S 152°45'33"E by Google Earth.	6	False	None	True	True
Caenorhabditis elegans	None	QG2838	QG2838	None	20180413	QG	-27.3311	152.7636	625.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	figs	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-02	None	Androdioecious Caenorhabditis isolated from a bunch of rotting figs collected along the Rainforest Circuit, D'Aguilar NP, Queensland, 5/28/17. Baermann funnel plated 5/31/17; lots of worms, but only a single Caenorhabditis. This line was founded by that one YA hermaphrodite, 6/2/17. Very approx 27°19'52"S, 152°45'49"E, by Google Earth.	7	False	None	True	True
Caenorhabditis elegans	18S, test cross	QG4012	QG4012	S-5185.4	20210121	QG	-27.92603611	153.1922194	499.0	Forest	Tamborine	Rotting_nut/pod/seed/fruit	None	23.2	None	None	None	None	M. Rockman	C. Buchanan	2020-02-28	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	True	True
Caenorhabditis elegans	None	QG2840	QG2841	None	20180413	QG	-28.2446	153.2089	980.0	Forest	Queensland	Vegetal_litter/mix	litter	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-06	None	Androdioecious Caenorhabditis isolated from litter under shrubs with red fruits, Lamington NP, Queensland, 6/4/17. Baermann funnel plated 6/6/17; diverse worms, including exactly two Caenorhabditis adults. One of them picked 6/6 to found this line. The other founded QG2839. By garmin GPS, 28°14.675' S, 153°12.533' E.	None	False	None	False	True
Caenorhabditis elegans	None	QG2841	QG2841	None	20180413	QG	-28.2446	153.2063	1018.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	figs	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-06	None	Androdioecious Caenorhabditis isolated from sample of litter and small figs, Lamington NP, Queensland, 6/4/17. Baermann funnel plated 6/6/17; diverse worms, lots of Caeno hermaphrodite adults and larvae. One young adult picked 6/6 to found this line. Another founded QG2842. By garmin GPS, 28°14.648' S, 153°12.375' E.	6	False	None	True	True
Caenorhabditis elegans	None	QG2842	QG2841	None	20180413	QG	-28.2446	153.2063	1018.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	figs	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-06	None	Androdioecious Caenorhabditis isolated from sample of litter and small figs, Lamington NP, Queensland, 6/4/17. Baermann funnel plated 6/6/17; diverse worms, lots of Caeno hermaphrodite adults and larvae. One young adult picked 6/6 to found this line. Another founded QG2841. By garmin GPS, 28°14.648' S, 153°12.375' E.	None	False	None	False	True
Caenorhabditis elegans	None	QG2843	QG2843	None	20180413	QG	-28.2402	153.195	788.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	berries	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-09	None	Androdioecious Caenorhabditis isolated from sample of dried berries, Lamington NP, Queensland, 6/4/17. Baermann funnel plated 6/7/17; very few worms. Just one Caeno adult found, picked 6/9 to found this line. By garmin GPS, 28°14.412' S, 153°11.699' E.	6	False	None	True	True
Caenorhabditis elegans	None	QG2844	QG2846	None	20180413	QG	-28.2043	153.1907	885.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	figs	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-06	None	Androdioecious Caenorhabditis isolated from sample of dried figs, Lamington NP, Queensland, 6/4/17. Baermann funnel plated 6/6/17; lots of Caeno hermaphrodite adults and larvae; later, males present. One adult picked 6/6 to found this line. Others founded QG2845-7. By garmin GPS, 28°12.260' S, 153°11.439' E.	None	False	None	False	True
Caenorhabditis elegans	None	QG2845	QG2846	None	20180413	QG	-28.2043	153.1907	885.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	figs	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-06	None	Androdioecious Caenorhabditis isolated from sample of dried figs, Lamington NP, Queensland, 6/4/17. Baermann funnel plated 6/6/17; lots of Caeno hermaphrodite adults and larvae; later, males present. One adult picked 6/6 to found this line. Others founded QG2844, QG2846-7. By garmin GPS, 28°12.260' S, 153°11.439' E.	None	False	None	False	True
Caenorhabditis elegans	None	QG2846	QG2846	None	20180413	QG	-28.2043	153.1907	885.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	figs	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-06	None	Androdioecious Caenorhabditis isolated from sample of dried figs, Lamington NP, Queensland, 6/4/17. Baermann funnel plated 6/6/17; lots of Caeno hermaphrodite adults and larvae; later, males present. One adult picked 6/6 to found this line. Others founded QG2844-45, QG2847. By garmin GPS, 28°12.260' S, 153°11.439' E.	6	False	None	True	True
Caenorhabditis elegans	None	QG2850	QG2850	None	20180413	QG	-28.0845	152.5074	295.0	Forest	Queensland	Vegetal_litter/mix	litter	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-22	None	Androdioecious Caenorhabditis isolated from a sample of soil & leaf litter at Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/22, yielding lots of Caeno hermaphrodites. This line founded by one L3. Same sample (144) as QG2851. Garmin GPS 28°05.070'S, 152°30.446'E.	7	False	None	True	True
Caenorhabditis elegans	None	QG2851	QG2850	None	20180413	QG	-28.0845	152.5074	295.0	Forest	Queensland	Vegetal_litter/mix	litter	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-22	None	Androdioecious Caenorhabditis isolated from a sample of soil & leaf litter at Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/22, yielding lots of Caeno hermaphrodites. This line founded by one adult. Same sample (144) as QG2850. Garmin GPS 28°05.070'S, 152°30.446'E.	None	False	None	False	True
Caenorhabditis elegans	None	QG2852	QG2854	None	20180413	QG	-28.0826	152.5066	394.0	Forest	Queensland	Vegetal_litter/mix	litter	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-25	None	Androdioecious Caenorhabditis isolated from a sample of soil & leaf litter at Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/20, yielding lots of Oscheius. A few Caeno detected later, 6/25. This line founded by one L4. Same sample (147) as QG2853. Garmin GPS 28°04.958'S, 152°30.394'E.	None	False	None	False	True
Caenorhabditis elegans	None	QG2853	QG2854	None	20180413	QG	-28.0826	152.5066	394.0	Forest	Queensland	Vegetal_litter/mix	litter	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-25	None	Androdioecious Caenorhabditis isolated from a sample of soil & leaf litter at Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/20, yielding lots of Oscheius. A few Caeno detected later, 6/25. This line founded by one adult. Same sample (147) as QG2852. Garmin GPS 28°04.958'S, 152°30.394'E.	None	False	None	False	True
Caenorhabditis elegans	None	QG2854	QG2854	None	20180413	QG	-28.0806	152.5046	506.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	palm nuts	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-22	None	Androdioecious Caenorhabditis isolated from a sample of piccabeen palm nuts, Palm Gorge, Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/22. This line founded by one L3, 6/22. Same sample (150) as QG2855. Garmin GPS 28°04.833'S, 152°30.273'E.	7	False	None	True	True
Caenorhabditis elegans	None	QG2855	QG2855	None	20180413	QG	-28.0806	152.5046	506.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	palm nuts	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-22	None	Androdioecious Caenorhabditis isolated from a sample of piccabeen palm nuts, Palm Gorge, Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/22. This line founded by one L3, 6/22. Same sample (150) as QG2854. Garmin GPS 28°04.833'S, 152°30.273'E.	6	False	None	True	True
Caenorhabditis elegans	None	QG2856	QG2854	None	20180413	QG	-28.0806	152.5044	511.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	unidentified fruit	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-20	None	Androdioecious Caenorhabditis isolated from a unfamiliar pod thing, Palm Gorge, Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/19. Very few worms, including two adults. One founded this line, 6/20. Same sample (151) as QG2857. Garmin GPS 28°04.833'S, 152°30.264'E.	None	False	None	False	True
Caenorhabditis elegans	None	QG2857	QG2857	None	20180413	QG	-28.0806	152.5044	511.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	unidentified fruit	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-20	None	Androdioecious Caenorhabditis isolated from a unfamiliar pod thing, Palm Gorge, Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/19. Very few worms, including two adults. One founded this line, 6/20. Same sample (151) as QG2856. Garmin GPS 28°04.833'S, 152°30.264'E.	6	False	None	True	True
Caenorhabditis elegans	None	QG2858	QG2854	None	20180413	QG	-28.0801	152.5041	532.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	figs	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-20	None	Androdioecious Caenorhabditis isolated from tiny figs and soil under a fig tree, Palm Gorge, Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/19. Mostly Oscheius and Caenorhabditis hermaphrodites. One adult founded this line, 6/20. Same sample (152) as QG2859. Garmin GPS 28°04.808'S, 152°30.244'E.	None	False	None	False	True
Caenorhabditis elegans	None	WN2016	WN2001	None	20160408	WN	51.954422	6.303406	16.0	None	Gelderland	Compost	snail from organic waste bin	None	None	None	None	None	J. Riksen	None	2008-06-26	None	None	None	False	None	False	True
Caenorhabditis elegans	None	QG2859	QG2854	None	20180413	QG	-28.0801	152.5041	532.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	figs	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-20	None	Androdioecious Caenorhabditis isolated from tiny figs and soil under a fig tree, Palm Gorge, Mt. Greville, Moogerah Peaks NP, Queensland, 6/18/2017. Funnel plated 6/19. Mostly Oscheius and Caenorhabditis hermaphrodites. One adult founded this line, 6/20. Same sample (152) as QG2858. Garmin GPS 28°04.808'S, 152°30.244'E.	None	False	None	False	True
Caenorhabditis elegans	None	QG2872	QG2873	None	20180413	QG	-27.369	152.1831	635.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	palm nuts	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-25	None	Androdioecious Caenorhabditis isolated from piccabeen palm nuts, collected 6/25/2017 at Ravensbourne NP, Queensland. Funnel plated 6/26. One young adult founded this line, 6/26. Same sample (159) as QG2873. Garmin GPS 27°22.141 S, 152°10.987' E.	None	False	None	False	True
Caenorhabditis elegans	None	QG2873	QG2873	None	20180413	QG	-27.369	152.1831	635.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	palm nuts	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-26	None	Androdioecious strain isolated from piccabeen palm nuts, collected 6/25/2017 at Ravensbourne NP, Queensland. Funnel plated 6/26. One young adult founded this line, 6/26. Same sample (159) as QG2872. Garmin GPS 27°22.141 S, 152°10.987' E. These worms are a bit strange looking; possibly sick from plate contaminants.	6	False	None	True	True
Caenorhabditis elegans	None	QG2874	QG2874	None	20180413	QG	-27.3686	152.1838	613.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	palm nuts	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-28	None	Androdioecious Caenorhabditis isolated from piccabeen palm nuts, collected 6/25/2017 at Ravensbourne NP, Queensland. Funnel plated 6/26. One :4 founded this line, 6/28. This sample (160) had few worms and this was the only one that looked like Caenorhabditis. The adults are somewhat short. Garmin GPS 27°22.115 S, 152°11.027' E.	7	False	None	True	True
Caenorhabditis elegans	None	QG2875	QG2875	None	20180413	QG	-27.3672	152.1834	620.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	berry-like fruit	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-27	None	Androdioecious Caenorhabditis isolated from berry-like fruits, collected 6/25/2017 at Ravensbourne NP, Queensland. Funnel plated 6/27. One young adult founded this line, 6/27. Same sample (161) as QG2876. Garmin GPS 27°22.034 S, 152°11.002' E.	7	False	None	True	True
Caenorhabditis elegans	None	QG2876	QG2875	None	20180413	QG	-27.3672	152.1834	620.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	berry-like fruit	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-27	None	Androdioecious Caenorhabditis isolated from berry-like fruits, collected 6/25/2017 at Ravensbourne NP, Queensland. Funnel plated 6/27. One young adult founded this line, 6/27. Same sample (161) as QG2875. Garmin GPS 27°22.034 S, 152°11.002' E.	None	False	None	False	True
Caenorhabditis elegans	None	QG2877	QG2877	None	20180413	QG	-27.367	152.183	628.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	palm nuts	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-28	None	Androdioecious Caenorhabditis isolated from piccabeen palm nuts, collected 6/25/2017 at Ravensbourne NP, Queensland. Funnel plated 6/27. One L3 founded this line, 6/28. Same sample (162) as QG2878. Garmin GPS 27°22.017' S, 152°10.979' E.	6	False	None	True	True
Caenorhabditis elegans	None	QG2878	QG2877	None	20180413	QG	-27.367	152.183	628.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	palm nuts	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-28	None	Androdioecious Caenorhabditis isolated from piccabeen palm nuts, collected 6/25/2017 at Ravensbourne NP, Queensland. Funnel plated 6/27. One L4 founded this line, 6/28. Same sample (162) as QG2877. Garmin GPS 27°22.017' S, 152°10.979' E.	None	False	None	False	True
Caenorhabditis elegans	None	QG2927	QG2932	None	20180413	QG	-28.0538	152.3952	832.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	palmfruit	None	None	None	None	None	M. Rockman	M. Rockman	2017-07-26	None	Androdioecious Caenorhabditis isolated from rotting palmfruit collected at Main Range National Park, Mt. Mitchell Trail, Queensland, 7/23/17. Funnel plated 7/24/17. 1000s of worms, mostly not Caeno. This line founded by one adult picked 7/26/17. This sample (199) yielded QG2927-2930. Garmin GPS 28°03.226' S 152°23.714' E.	None	False	None	False	True
