species	species_id_method	strain	isotype	previous_names	release	source_lab	latitude	longitude	elevation	landscape	locality_description	substrate	substrate_comments	substrate_temp	ambient_temp	ambient_humidity	associated_organism	inbreeding_status	sampled_by	isolated_by	sampling_date	sampling_date_comment	notes	strain_set	issues	issue_notes	isotype_ref_strain	sequenced
Caenorhabditis elegans	ITS2	NIC1809	NIC1809	52.2	20200815	NIC	28.498323	-16.399275	491.0	Rural_garden	Rural garden, Tacoronte	Rotting_nut/pod/seed/fruit	Nispero fruits	None	None	None	None	None	C. Braendle	C. Gimond, C. Ferrari, C. Braendle	2019-03-17	None	None	9	False	None	True	True
Caenorhabditis elegans	ITS2	NIC1810	NIC1810	53	20200815	NIC	28.498323	-16.399275	491.0	Rural_garden	Rural garden, Tacoronte	Rotting_nut/pod/seed/fruit	Palm fruits and litter	None	None	None	None	None	C. Braendle	C. Gimond, C. Ferrari, C. Braendle	2019-03-17	None	None	9	False	None	True	True
Caenorhabditis elegans	ITS2	NIC1811	NIC1811	54b	20200815	NIC	28.498323	-16.399275	491.0	Rural_garden	Rural garden, Tacoronte	Vegetal_litter/mix	Litter and humus	None	None	None	None	None	C. Braendle	C. Gimond, C. Ferrari, C. Braendle	2019-03-17	None	None	9	False	None	True	True
Caenorhabditis elegans	ITS2	NIC1812	NIC1812	555b	20200815	NIC	28.482217	-16.412193	477.0	Botanical_garden_or_zoo	Park, Tacoronte	Vegetal_litter/mix	Litter in bark of palm tree	None	None	None	None	None	C. Braendle	C. Gimond, C. Ferrari, C. Braendle	2019-03-17	None	None	9	False	None	True	True
Caenorhabditis elegans	glp-1 PCR	NIC1832	NIC1832	Charlotte5.2	20200815	NIC	47.367489	-2.528842	8.0	Urban_garden	Lerat, France	Compost	Compost humus	None	None	None	None	None	C. Bouleau	C. Braendle	2019-05-07	None	None	8	False	None	True	True
Caenorhabditis elegans	None	NIC195	NIC195	None	20160408	NIC	38.545874	-28.37322	119.0	Rural_garden	Azores	Rotting_nut/pod/seed/fruit	apple	None	None	None	None	None	D. Bourc’his, J. Dumont	D. Bourc’his, J. Dumont	2011-08-22	None	None	2	False	None	True	True
Caenorhabditis elegans	None	NIC196	NIC195	None	20160408	NIC	38.4716405	-28.20149	17.0	Rural_garden	Azores	Rotting_nut/pod/seed/fruit	grapes	None	None	None	None	None	D. Bourc’his, J. Dumont	D. Bourc’his, J. Dumont	2011-08-23	None	None	None	False	None	False	True
Caenorhabditis elegans	None	NIC197	NIC195	None	20160408	NIC	38.39682	-28.25165	27.0	Rural_garden	Azores	Rotting_nut/pod/seed/fruit	apple	None	None	None	None	None	D. Bourc’his, J. Dumont	D. Bourc’his, J. Dumont	2011-08-23	None	None	None	False	None	False	True
Caenorhabditis elegans	glp-1 PCR	NIC1977	JU642	2.1	20210121	NIC	48.84	2.5	47.0	Urban_garden	Garden, Le Perreux-Sur-Marne, France	Compost	Garden compost	None	None	None	None	None	J.-A. Lepesant	C. Gimond	2019-07-24	None	None	None	False	None	False	True
Caenorhabditis elegans	None	NIC198	NIC195	None	20160408	NIC	39.4364016	-31.23849	266.0	Rural_garden	Azores	Rotting_nut/pod/seed/fruit	hummus	None	None	None	None	None	D. Bourc’his, J. Dumont	D. Bourc’his, J. Dumont	2011-08-29	None	None	None	False	None	False	True
Caenorhabditis elegans	glp-1 PCR	NIC1980	JU642	19.2	20210121	NIC	48.84	2.5	47.0	Urban_garden	Garden, Le Perreux-Sur-Marne, France	Compost	Garden compost	None	None	None	None	None	J.-A. Lepesant	C. Gimond	2019-07-24	None	None	None	False	None	False	True
Caenorhabditis elegans	glp-1 PCR	NIC1985	JU642	1.1	20210121	NIC	48.84	2.5	47.0	Urban_garden	Garden, Le Perreux-Sur-Marne, France	Compost	Garden compost	None	None	None	None	None	J.-A. Lepesant	C. Braendle	2019-06-02	None	None	None	False	None	False	True
Caenorhabditis elegans	None	NIC199	NIC199	None	20160408	NIC	37.745428	-25.19929	26.0	Rural_garden	Azores	Rotting_nut/pod/seed/fruit	hummus	None	None	None	None	None	D. Bourc’his, J. Dumont	D. Bourc’his, J. Dumont	2011-03-09	None	None	1	False	None	True	True
Caenorhabditis elegans	None	NIC2	NIC2	None	20160408	NIC	43.279	5.3543	13.0	Urban_garden	Provence-Alpes-Cote d Azur	Rotting_stem	rotting plant	None	None	None	None	None	C. Braendle	C. Braendle	2008-09-14	None	None	1	False	None	True	True
Caenorhabditis elegans	None	NIC200	NIC199	None	20160408	NIC	37.74942	-25.66489	51.0	Rural_garden	Azores	Rotting_nut/pod/seed/fruit	unknown fruit	None	None	None	None	None	D. Bourc’his, J. Dumont	D. Bourc’his, J. Dumont	2011-05-09	None	None	None	False	None	False	True
Caenorhabditis elegans	glp-1 PCR	NIC2002	JU642	11	20210121	NIC	48.84	2.5	47.0	Urban_garden	Garden, Le Perreux-Sur-Marne, France	Compost	Garden compost	None	None	None	None	None	J.-A. Lepesant	C. Braendle	2019-06-02	None	None	None	False	None	False	True
Caenorhabditis elegans	glp-1 PCR	NIC2004	JU642	4.1	20210121	NIC	48.84	2.5	47.0	Urban_garden	Garden, Le Perreux-Sur-Marne, France	Compost	Garden compost	None	None	None	None	None	J.-A. Lepesant	C. Braendle	2019-07-04	None	None	None	False	None	False	True
Caenorhabditis elegans	glp-1 PCR	NIC2011	JU642	24.1	20210121	NIC	48.84	2.5	47.0	Urban_garden	Garden, Le Perreux-Sur-Marne, France	Compost	Garden compost	None	None	None	None	None	J.-A. Lepesant	C. Braendle	2019-07-04	None	None	None	False	None	False	True
Caenorhabditis elegans	None	NIC207	NIC207	None	20160408	NIC	43.720505	7.24045	198.0	Rural_garden	Provence-Alpes-Cote d Azur	Rotting_nut/pod/seed/fruit	rotting oranges	None	None	None	None	None	C. Braendle	C. Braendle	2011-09-21	None	None	2	False	None	True	True
Caenorhabditis elegans	None	NIC231	NIC231	None	20160408	NIC	43.720505	7.24045	198.0	Rural_garden	Provence-Alpes-Cote d Azur	Rotting_nut/pod/seed/fruit	rotting oranges	None	None	None	None	None	C. Braendle	C. Braendle	2011-11-14	None	None	3	False	None	True	True
Caenorhabditis elegans	None	NIC232	NIC231	None	20160408	NIC	43.720505	7.24045	198.0	Rural_garden	Provence-Alpes-Cote d Azur	Rotting_nut/pod/seed/fruit	rotting oranges	None	None	None	None	None	C. Braendle	C. Braendle	2011-11-14	None	None	None	False	None	False	True
Caenorhabditis elegans	None	NIC236	NIC236	None	20160408	NIC	39.242006	-9.313417	14.0	Rural_garden	Lisboa	Rotting_nut/pod/seed/fruit	rotting fruit	None	None	None	None	None	C. Braendle	C. Braendle	2011-11-26	None	None	2	False	None	True	True
Caenorhabditis elegans	None	NIC237	NIC236	None	20160408	NIC	39.242006	-9.313417	14.0	Rural_garden	Lisboa	Rotting_nut/pod/seed/fruit	rotting fruit	None	None	None	None	None	C. Braendle	C. Braendle	2011-11-26	None	None	None	False	None	False	True
Caenorhabditis elegans	None	NIC242	NIC242	None	20160408	NIC	38.691765	-9.31609	7.0	Urban_garden	Lisbon Metropolitan Area	Rotting_nut/pod/seed/fruit	rotting plant/fruits	None	None	None	None	None	C. Braendle	C. Braendle	2008-08-17	None	Isolated at IGC (Instituto Gulbenkian de Ciência)	2	False	None	True	True
Caenorhabditis elegans	None	NIC251	NIC251	None	20160408	NIC	38.66621	-28.151364	223.0	Rural_garden	Azores	Rotting_nut/pod/seed/fruit	Rotting yellow berries from shrub	None	None	None	None	None	S. Carvalho	S. Carvalho	2012-08-01	None	Isolated in the Azores, on the island of São Jorge	2	False	None	True	True
Caenorhabditis elegans	None	NIC252	NIC252	None	20160408	NIC	38.661313	-28.147949	224.0	Rural_garden	Azores	Rotting_nut/pod/seed/fruit	Rotting fruit (?) from Camelia.	None	None	None	None	None	S. Carvalho	S. Carvalho	2012-08-01	None	Isolated in the Azores, on the island of São Jorge	1	False	None	True	True
Caenorhabditis elegans	None	NIC255	NIC255	None	20160408	NIC	43.714834	7.266779	58.0	Urban_garden	Provence-Alpes-Cote d Azur	Rotting_nut/pod/seed/fruit	isolated from a rotting orange trap (trap set date: 10.27.2012)	None	None	None	None	None	C. Braendle	C. Braendle	2012-11-18	None	Isolated in Parc de Valrose	2	False	None	True	True
Caenorhabditis elegans	None	NIC256	NIC256	None	20160408	NIC	38.71829	-9.14875	57.0	Botanical_garden_or_zoo	Lisbon Metropolitan Area	Rotting_nut/pod/seed/fruit	fruits palm tree (olive size)	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-02	None	None	1	False	None	True	True
Caenorhabditis elegans	None	NIC258	NIC258	None	20160408	NIC	38.71829	-9.14875	57.0	Botanical_garden_or_zoo	Lisbon Metropolitan Area	Rotting_nut/pod/seed/fruit	fruits palm tree (large)	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-02	None	None	3	False	None	True	True
Caenorhabditis elegans	None	NIC259	NIC259	None	20160408	NIC	38.71829	-9.14875	57.0	Botanical_garden_or_zoo	Lisbon Metropolitan Area	Rotting_nut/pod/seed/fruit	fruits, Opuntia-like plant	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-02	None	None	3	False	None	True	True
Caenorhabditis elegans	None	NIC260	NIC260	None	20160408	NIC	38.71829	-9.14875	57.0	Botanical_garden_or_zoo	Lisbon Metropolitan Area	Rotting_nut/pod/seed/fruit	fruits, osage orange (Maclura pomifera)	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-02	None	None	1	False	None	True	True
Caenorhabditis elegans	None	NIC261	NIC261	None	20160408	NIC	38.71829	-9.14875	57.0	Botanical_garden_or_zoo	Lisbon Metropolitan Area	Rotting_nut/pod/seed/fruit	fruits, Silene sp.?	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-02	None	None	1	False	None	True	True
Caenorhabditis elegans	None	NIC262	NIC262	None	20160408	NIC	38.71829	-9.14875	57.0	Botanical_garden_or_zoo	Lisbon Metropolitan Area	Rotting_flower	Strelitzia flower (inside)	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-02	None	None	3	False	None	True	True
Caenorhabditis elegans	None	NIC263	NIC256	None	20160408	NIC	38.71829	-9.14875	57.0	Botanical_garden_or_zoo	Lisbon Metropolitan Area	Rotting_nut/pod/seed/fruit	fruits palm tree (olive size)	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-02	None	None	None	False	None	False	True
Caenorhabditis elegans	None	NIC265	NIC265	None	20160408	NIC	38.71829	-9.14875	57.0	Botanical_garden_or_zoo	Lisbon Metropolitan Area	Rotting_flower	flowers, fruits, humus sample	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-02	None	None	2	False	None	True	True
Caenorhabditis elegans	None	NIC266	NIC266	None	20160408	NIC	38.69237	-9.31592	5.0	Urban_garden	Lisbon Metropolitan Area	Rotting_flower	flowers (grapes) from tree	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-07	None	Isolated in Jardim do Palacio do Marques de Pombal	2	False	None	True	True
Caenorhabditis elegans	None	NIC267	NIC267	None	20160408	NIC	38.69237	-9.31592	5.0	Urban_garden	Lisbon Metropolitan Area	Rotting_nut/pod/seed/fruit	Orange fruits	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-07	None	Isolated in Jardim do Palacio do Marques de Pombal	3	False	None	True	True
Caenorhabditis elegans	None	NIC268	NIC268	None	20160408	NIC	38.69237	-9.31592	5.0	Urban_garden	None	Rotting_nut/pod/seed/fruit	Orange fruits	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-07	None	Isolated in Jardim do Palacio do Marques de Pombal	3	False	None	True	True
Caenorhabditis elegans	None	NIC269	NIC269	None	20160408	NIC	38.69237	-9.31592	5.0	Urban_garden	Lisbon Metropolitan Area	Rotting_nut/pod/seed/fruit	Orange fruits	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-07	None	Isolated in Jardim do Palacio do Marques de Pombal	3	False	None	True	True
Caenorhabditis elegans	None	NIC270	NIC267	None	20160408	NIC	38.69237	-9.31592	5.0	Urban_garden	Lisbon Metropolitan Area	Rotting_nut/pod/seed/fruit	Orange fruits, litter, humus	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-07	None	Isolated in Jardim do Palacio do Marques de Pombal	None	False	None	False	True
Caenorhabditis elegans	None	NIC271	NIC271	None	20160408	NIC	38.69237	-9.31592	5.0	Urban_garden	Lisbon Metropolitan Area	Rotting_nut/pod/seed/fruit	Magnolia fruits (woody)	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-07	None	Isolated in Jardim do Palacio do Marques de Pombal	2	False	None	True	True
Caenorhabditis elegans	None	NIC272	NIC272	None	20160408	NIC	39.769459	-8.756356	129.0	Rural_garden	Leiria District	Rotting_nut/pod/seed/fruit	litter, walnuts, isopods	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-09	None	Isolated in a garden near an old farmhouse	2	False	None	True	True
Caenorhabditis elegans	None	NIC273	NIC272	None	20160408	NIC	39.769459	-8.756356	129.0	Rural_garden	Leiria District	Rotting_nut/pod/seed/fruit	litter, walnuts, isopods	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-09	None	Isolated in a garden near an old farmhouse	None	False	None	False	True
Caenorhabditis elegans	None	NIC274	NIC274	None	20160408	NIC	39.769459	-8.756356	129.0	Rural_garden	Leiria District	Rotting_nut/pod/seed/fruit	figs, litter	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-09	None	Isolated in a garden near an old farmhouse	1	False	None	True	True
Caenorhabditis elegans	None	NIC275	NIC275	None	20160408	NIC	39.769459	-8.756356	129.0	Rural_garden	Leiria District	Rotting_nut/pod/seed/fruit	chestnuts, husks	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-09	None	Isolated in a garden near an old farmhouse	1	False	None	True	True
Caenorhabditis elegans	None	NIC276	NIC276	None	20160408	NIC	39.769459	-8.756356	129.0	Rural_garden	Leiria District	Rotting_nut/pod/seed/fruit	Kaki fruit remains, litter, (under Kaki tree)	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-09	None	Isolated in a garden near an old farmhouse	2	False	None	True	True
Caenorhabditis elegans	None	NIC277	NIC277	None	20160408	NIC	43.716441	7.266138	43.0	Urban_garden	Provence-Alpes-Cote d Azur	Rotting_nut/pod/seed/fruit	rotting orange	None	None	None	None	None	C. Braendle	C. Braendle	2012-12-15	None	Isolated in Parc de Valrose	1	False	None	True	True
Caenorhabditis elegans	None	NIC3	NIC3	None	20160408	NIC	43.3636	5.3215	55.0	None	Provence-Alpes-Cote d Azur	Rotting_nut/pod/seed/fruit	rotting figs	None	None	None	None	None	C. Braendle	C. Braendle	2008-09-28	None	None	1	False	None	True	True
Caenorhabditis elegans	None	NIC4	NIC3	None	20160408	NIC	43.3636	5.3215	55.0	None	Provence-Alpes-Cote d Azur	Rotting_nut/pod/seed/fruit	rotting figs	None	None	None	None	None	C. Braendle	C. Braendle	2008-09-28	None	None	None	False	None	False	True
Caenorhabditis elegans	None	NIC501	NIC501	PA-05/11a-1	20170531	NIC	48.77302	2.2675	106.0	Botanical_garden_or_zoo	Ile-de-France	Rotting_nut/pod/seed/fruit	Apples	None	None	None	None	None	C. Braendle	C. Braendle	2013-09-14	None	None	5	False	None	True	True
Caenorhabditis elegans	None	NIC508	MY2535	NAP_C3.1	20170531	NIC	40.86183	14.261756	44.0	Botanical_garden_or_zoo	Campania	Rotting_flower	Magnolia flowers	None	None	None	None	None	C. Braendle	C. Braendle	2013-11-14	None	None	None	False	None	False	True
Caenorhabditis elegans	None	NIC511	NIC511	NAP_C10.1	20170531	NIC	40.8625	14.2623855	40.0	Botanical_garden_or_zoo	Campania	Rotting_nut/pod/seed/fruit	Citrus fruits	None	None	None	None	None	C. Braendle	C. Braendle	2013-11-14	None	None	5	False	None	True	True
Caenorhabditis elegans	None	NIC512	MY2535	NAP_C12.1	20170531	NIC	40.8625	14.2623855	40.0	Botanical_garden_or_zoo	Campania	Rotting_nut/pod/seed/fruit	Citrus fruits	None	None	None	None	None	C. Braendle	C. Braendle	2013-11-14	None	None	None	False	None	False	True
Caenorhabditis elegans	None	NIC513	NIC513	1.1a/LIS1	20170531	NIC	38.776038	-9.167136	79.0	Botanical_garden_or_zoo	Lisbon	Rotting_nut/pod/seed/fruit	Olives	None	None	None	None	None	C. Braendle	C. Braendle	2013-11-30	None	None	4	False	None	True	True
Caenorhabditis elegans	None	NIC514	NIC514	2.1a/LIS3	20170531	NIC	38.776038	-9.167136	79.0	Botanical_garden_or_zoo	Lisbon	Rotting_nut/pod/seed/fruit	Olives	None	None	None	None	None	C. Braendle	C. Braendle	2013-11-30	None	None	4	False	None	True	True
Caenorhabditis elegans	None	NIC515	NIC515	5.1c/LIS4	20170531	NIC	38.776775	-9.165884	61.0	Botanical_garden_or_zoo	Lisbon	Rotting_nut/pod/seed/fruit	Apples	None	None	None	None	None	C. Braendle	C. Braendle	2013-11-30	None	None	5	False	None	True	True
Caenorhabditis elegans	None	NIC521	NIC527	ESP1/2a	20170531	NIC	36.535679	-6.304441	14.0	Botanical_garden_or_zoo	Andalusia	Rotting_nut/pod/seed/fruit	Small woody fruits, humus	None	None	None	None	None	C. Braendle	C. Braendle	2014-04-01	None	None	None	False	None	False	True
Caenorhabditis elegans	None	NIC522	NIC522	ESP2/3.1c	20170531	NIC	36.535679	-6.304441	14.0	Botanical_garden_or_zoo	Andalusia	Rotting_nut/pod/seed/fruit	Citrus fruit	None	None	None	None	None	C. Braendle	C. Braendle	2014-04-01	None	None	4	False	None	True	True
Caenorhabditis elegans	None	NIC523	NIC523	ESP4/6.1b	20170531	NIC	36.535679	-6.29831	13.0	Botanical_garden_or_zoo	Andalusia	Rotting_nut/pod/seed/fruit	Ficus fruits woody, humus	None	None	None	None	None	C. Braendle	C. Braendle	2014-04-01	None	None	4	False	None	True	True
Caenorhabditis elegans	None	NIC526	NIC526	ESP8/1.2a	20170531	NIC	36.535679	-6.304441	14.0	Botanical_garden_or_zoo	Andalusia	Rotting_nut/pod/seed/fruit	Fruit shells, woody	None	None	None	None	None	C. Braendle	C. Braendle	2014-04-01	None	None	3	False	None	True	True
Caenorhabditis elegans	None	NIC527	NIC527	ESP9/4a	20170531	NIC	36.535679	-6.304441	14.0	Botanical_garden_or_zoo	Andalusia	Rotting_nut/pod/seed/fruit	Citrus fruit	None	None	None	None	None	C. Braendle	C. Braendle	2014-04-01	None	None	3	False	None	True	True
Caenorhabditis elegans	None	NIC528	NIC528	ESP10/5a	20170531	NIC	36.535679	-6.29831	13.0	Botanical_garden_or_zoo	Andalusia	Rotting_nut/pod/seed/fruit	Orange	None	None	None	None	None	C. Braendle	C. Braendle	2014-04-01	None	None	3	False	None	True	True
Caenorhabditis elegans	None	NIC529	NIC529	ESP11/8.2c	20170531	NIC	37.870754	-4.784967	95.0	Botanical_garden_or_zoo	Andalusia	Rotting_nut/pod/seed/fruit	Olives, litter, humus	None	None	None	None	None	C. Braendle	C. Braendle	2014-05-01	None	None	3	False	None	True	True
Caenorhabditis elegans	None	PB303	PB303	None	20160408	CGC	None	None	None	None	None	Arthropod	live arthropod, Porcellio scaber	None	None	None	None	None	S. Baird	S. Baird	1998-11-14	None	Porcellio scaber obtained from Ward's Biological Supply	1	False	None	True	True
Caenorhabditis elegans	None	PS2025	PS2025	None	20160408	CGC	34.19	-118.13	419.0	Urban_garden	California	None	None	None	None	None	None	None	J. DeModena	J. DeModena	None	None	None	3	False	None	True	True
Caenorhabditis elegans	None	PX178	PX179	None	20160408	CGC	44.035	-123.058	220.0	Urban_garden	Oregon	Arthropod	live arthropod found in damp, organic soil under a rock in a rhododendron garden	None	None	None	None	None	B. White	B. White	2001-09-01	None	Isolated in northwest Hendricks Park, northwest rhododendron garden, Eugene, OR.	None	False	None	False	False
Caenorhabditis elegans	None	PX179	PX179	None	20160408	CGC	44.035	-123.058	220.0	Urban_garden	Oregon	Arthropod	live arthropod found in damp, organic soil under a rock in a rhododendron garden	None	None	None	None	None	B. White	B. White	2001-10-02	None	Isolated in northwest Hendricks Park, northwest rhododendron garden, Eugene, OR.	2	False	None	True	True
Caenorhabditis elegans	None	QG2075	QG2075	None	20160408	QG	33.951	-83.376	195.0	None	Georgia	Fungus	store-bought mushrooms in a mushroom-feeding Drosophila vial	None	None	None	None	None	M. Rockman	None	2013-02-20	None	None	1	False	None	True	True
Caenorhabditis elegans	None	QG2810	QG2811	None	20180413	QG	-35.2542	149.1151	590.0	Urban_garden	Australian Capital Territory	Rotting_nut/pod/seed/fruit	figs	None	None	None	None	None	M. Rockman	M. Rockman	2017-04-02	None	Isolated from rotting figs collected March 22, 2017, from Dave Rowell's backyard, Nardoo Crescent, Canberra, ACT, Australia. Derived from single hermaphrodite picked from figs on plate. Same fig sample as QG2811. From google earth: 35°15'14.95" S, 149°06'54.27" E.	None	False	None	False	True
Caenorhabditis elegans	None	QG2811	QG2811	None	20180413	QG	-35.2542	149.1151	590.0	Urban_garden	Australian Capital Territory	Rotting_nut/pod/seed/fruit	figs	None	None	None	None	None	M. Rockman	M. Rockman	2017-04-02	None	Isolated from rotting figs collected March 22, 2017, from Dave Rowell's backyard, Nardoo Crescent, Canberra, ACT, Australia. Derived from single hermaphrodite picked from worms recovered from Baermann Funnel, April 2. Same fig sample as QG2810. From google earth: 35°15'14.95" S, 149°06'54.27" E.	6	False	None	True	True
Caenorhabditis elegans	None	QG2812	QG2813	None	20180413	QG	-34.6342	150.7279	137.0	Forest	New South Wales	Rotting_nut/pod/seed/fruit	small hard fruits	None	None	None	None	None	M. Rockman	M. Rockman	2017-03-30	None	Isolated from small hard fruits (Eucalyptus?) collected from the carpark at Minimurra Rainforest, NSW, Australia, March 22, 2017. From google earth, approximately 34°38'03.07" S, 150°43'40.30" E. Derived from a single young adult hermaphrodite picked 3/30/17 from 3/28 rinsate. Same sample as QG2813.	None	False	None	False	True
Caenorhabditis elegans	None	QG2813	QG2813	None	20180413	QG	-34.6342	150.7279	137.0	Forest	New South Wales	Rotting_nut/pod/seed/fruit	small hard fruits	None	None	None	None	None	M. Rockman	M. Rockman	2017-03-28	None	Isolated from small hard fruits (Eucalyptus?) collected from the carpark at Minimurra Rainforest, NSW, Australia, March 22, 2017. From google earth, approximately 34°38'03.07" S, 150°43'40.30" E. Derived from a single L4 hermaphrodite picked 3/28/17 from Baermann Funnel. Same sample as QG2812.	6	False	None	True	True
Caenorhabditis elegans	None	QG2818	QG2818	None	20180413	QG	-28.0474	152.3936	835.0	Forest	Queensland	Rotting_nut/pod/seed/fruit	figs	None	None	None	None	None	M. Rockman	M. Rockman	2017-04-12	None	Androdioecious Caenorhabditis isolated from rotting figs collected 4/9/17 along the Mt. Cordeaux trail, Main Range National Park, QLD, Australia. Garmin gps (mark118) 28°02.843'S 152°23.618'E. Baermann funnel yielded enormous numbers of worms 4/12. 10 L4s to a plate; only one was a hermaphrodite, which I picked to found this line. from GPS 118, 4/10/17.	7	False	None	True	True
Caenorhabditis elegans	None	QG2823	QG2823	None	20180413	QG	-34.4511	116.033	118.0	Urban_garden	Western Australia	Rotting_nut/pod/seed/fruit	olives	None	None	None	None	None	M. Rockman	M. Rockman	2017-05-23	None	Androdioecious Caenorhabditis isolated from rotting olives collected 5/17/17 from the garden in front of Holy Smoke, Pemberton, Western Australia. Olives plated 5/22/17; teeming with hermaphrodite Caenorhabditis. One L4 singled 5/23/17. Same bag of olives as QG2824. 34°27'04.00" S 116°01'58.68" E, from Google Earth.	6	False	None	True	True
Caenorhabditis elegans	None	QG2824	QG2824	None	20180413	QG	-34.4511	116.033	118.0	Urban_garden	Western Australia	Rotting_nut/pod/seed/fruit	olives	None	None	None	None	None	M. Rockman	M. Rockman	2017-05-23	None	Androdioecious Caenorhabditis isolated from rotting olives collected 5/17/17 from the garden in front of Holy Smoke, Pemberton, Western Australia. Olives plated 5/22/17; teeming with hermaphrodite Caenorhabditis. One young adult singled 5/23/17. Same bag of olives as QG2823. 34°27'04.00" S 116°01'58.68" E, from Google Earth.	7	False	None	True	True
Caenorhabditis elegans	None	QG2825	QG2825	None	20180413	QG	-34.4511	116.0328	119.0	Urban_garden	Western Australia	Rotting_flower	flowers	None	None	None	None	None	M. Rockman	M. Rockman	2017-05-23	None	Androdioecious Caenorhabditis isolated from rotting flowers collected 5/17/17 from the garden in front of Holy Smoke, Pemberton, Western Australia. Baermann funnel plated 5/23; teeming with hermaphrodite Caenorhabditis. This line was founded by one L4 singled 5/23/17. Same flower sample as QG2826. 34°27'03.98" S 116°01'57.94" E, from Google Earth.	6	False	None	True	True
Caenorhabditis elegans	None	QG2839	QG2841	None	20180413	QG	-28.2446	153.2089	980.0	Forest	Queensland	Vegetal_litter/mix	litter	None	None	None	None	None	M. Rockman	M. Rockman	2017-06-06	None	Androdioecious Caenorhabditis isolated from litter under shrubs with red fruits, Lamington NP, Queensland, 6/4/17. Baermann funnel plated 6/6/17; diverse worms, including exactly two Caenorhabditis adults. One of them picked 6/6 to found this line. The other founded QG2840. By garmin GPS, 28°14.675' S, 153°12.533' E.	None	False	None	False	True
Caenorhabditis elegans	None	QG2826	QG2823	None	20180413	QG	-34.4511	116.0328	119.0	Urban_garden	Western Australia	Rotting_flower	flowers	None	None	None	None	None	M. Rockman	M. Rockman	2017-05-23	None	Androdioecious Caenorhabditis isolated from rotting flowers collected 5/17/17 from the garden in front of Holy Smoke, Pemberton, Western Australia. Baermann funnel plated 5/23; teeming with hermaphrodite Caenorhabditis. This line was founded by one L4 singled 5/23/17. Same flower sample as QG2825. 34°27'03.98" S 116°01'57.94" E, from Google Earth.	None	False	None	False	True
Caenorhabditis elegans	None	QG2827	QG2827	None	20180413	QG	-31.9547	115.8446	56.0	Botanical_garden_or_zoo	Western Australia	Vegetal_litter/mix	fig tree litter	None	None	None	None	None	M. Rockman	M. Rockman	2017-05-24	None	Androdioecious Caenorhabditis isolated from a ziplock of soil, figs, nuts, and litter collected under the sprawling fig tree at the entrance to Kings Park, Perth, Western Australia, 5/20/2017. Baermann funnel plated 5/24/17, yielding thousands of worms, including huge numbers of male and hermaphrodite Caenorhabditis. This plate was founded by one adult hermaphrodite singled 5/24. Its progeny were all hermaphrodites. Same funnel as QG2828 and QG2829. 31°57'17" S 115°50'40.5" E by Google Earth.	7	False	None	True	True
Caenorhabditis elegans	None	QG2828	QG2828	None	20180413	QG	-31.9547	115.8446	56.0	Botanical_garden_or_zoo	Western Australia	Vegetal_litter/mix	fig tree litter	None	None	None	None	None	M. Rockman	M. Rockman	2017-05-24	None	Androdioecious Caenorhabditis isolated from a ziplock of soil, figs, nuts, and litter collected under the sprawling fig tree at the entrance to Kings Park, Perth, Western Australia, 5/20/2017. Baermann funnel plated 5/24/17, yielding thousands of worms, including huge numbers of male and hermaphrodite Caenorhabditis. This plate was founded by one adult hermaphrodite and one adult male 5/24. Singled herm progeny showed that the isolate is androdioecious. Same funnel as QG2827 and QG2829. 31°57'17" S 115°50'40.5" E by Google Earth.	7	False	None	True	True
Caenorhabditis elegans	None	QG2829	QG2827	None	20180413	QG	-31.9547	115.8446	56.0	Botanical_garden_or_zoo	Western Australia	Vegetal_litter/mix	fig tree litter	None	None	None	None	None	M. Rockman	M. Rockman	2017-05-24	None	Androdioecious Caenorhabditis isolated from a ziplock of soil, figs, nuts, and litter collected under the sprawling fig tree at the entrance to Kings Park, Perth, Western Australia, 5/20/2017. Baermann funnel plated 5/24/17, yielding thousands of worms, including huge numbers of male and hermaphrodite Caenorhabditis. This plate was founded by one adult hermaphrodite singled 5/24. Its progeny included males and hermaphrodites. Singled progeny showed that the isolate is androdioecious. Same funnel as QG2828 and QG2827. 31°57'17" S 115°50'40.5" E by Google Earth.	None	False	None	False	True
